x_axis,channel_2,4
-3.15625,-0.000327,+4.646435E+00
-3.152344,-0.000338,+4.646435E+00
-3.148438,-0.000338,+4.646435E+00
-3.144531,-0.000348,+4.646435E+00
-3.140625,-0.000338,+4.646435E+00
-3.136719,-0.000327,+4.646435E+00
-3.132813,-0.000327,+4.646435E+00
-3.128906,-0.000317,+4.646435E+00
-3.125,-0.000327,+4.646435E+00
-3.121094,-0.000317,+4.646435E+00
-3.117188,-0.000307,+4.646435E+00
-3.113281,-0.000307,+4.646435E+00
-3.109375,-0.000317,+4.646435E+00
-3.105469,-0.000327,+4.646435E+00
-3.101563,-0.000327,+4.646435E+00
-3.097656,-0.000327,+4.646435E+00
-3.09375,-0.000307,+4.646435E+00
-3.089844,-0.000307,+4.646435E+00
-3.085938,-0.000317,+4.646435E+00
-3.082031,-0.000348,+4.646435E+00
-3.078125,-0.000348,+4.646435E+00
-3.074219,-0.000327,+4.646435E+00
-3.070313,-0.000317,+4.646435E+00
-3.066406,-0.000338,+4.646435E+00
-3.0625,-0.000317,+4.646435E+00
-3.058594,-0.000317,+4.646435E+00
-3.054688,-0.000327,+4.646435E+00
-3.050781,-0.000327,+4.646435E+00
-3.046875,-0.000317,+4.646435E+00
-3.042969,-0.000307,+4.646435E+00
-3.039063,-0.000307,+4.646435E+00
-3.035156,-0.000307,+4.646435E+00
-3.03125,-0.000317,+4.646435E+00
-3.027344,-0.000327,+4.646435E+00
-3.023438,-0.000338,+4.646435E+00
-3.019531,-0.000338,+4.646435E+00
-3.015625,-0.000348,+4.646435E+00
-3.011719,-0.000348,+4.646435E+00
-3.007813,-0.000358,+4.646435E+00
-3.003906,-0.000348,+4.646435E+00
-3.0,-0.000338,+4.646435E+00
-2.996094,-0.000338,+4.646435E+00
-2.992188,-0.000348,+4.646435E+00
-2.988281,-0.000338,+4.646435E+00
-2.984375,-0.000327,+4.646435E+00
-2.980469,-0.000317,+4.646435E+00
-2.976563,-0.000327,+4.646435E+00
-2.972656,-0.000338,+4.646435E+00
-2.96875,-0.000338,+4.646435E+00
-2.964844,-0.000368,+4.646435E+00
-2.960938,-0.000348,+4.646435E+00
-2.957031,-0.000338,+4.646435E+00
-2.953125,-0.000348,+4.646435E+00
-2.949219,-0.000338,+4.646435E+00
-2.945313,-0.000348,+4.646435E+00
-2.941406,-0.000358,+4.646435E+00
-2.9375,-0.000348,+4.646435E+00
-2.933594,-0.000358,+4.646435E+00
-2.929688,-0.000348,+4.646435E+00
-2.925781,-0.000358,+4.646435E+00
-2.921875,-0.000368,+4.646435E+00
-2.917969,-0.000358,+4.646435E+00
-2.914063,-0.000358,+4.646435E+00
-2.910156,-0.000358,+4.646435E+00
-2.90625,-0.000358,+4.646435E+00
-2.902344,-0.000358,+4.646435E+00
-2.898438,-0.000368,+4.646435E+00
-2.894531,-0.000368,+4.646435E+00
-2.890625,-0.000358,+4.646435E+00
-2.886719,-0.000368,+4.646435E+00
-2.882813,-0.000378,+4.646435E+00
-2.878906,-0.000368,+4.646435E+00
-2.875,-0.000388,+4.646435E+00
-2.871094,-0.000358,+4.646435E+00
-2.867188,-0.000378,+4.646435E+00
-2.863281,-0.000368,+4.646435E+00
-2.859375,-0.000398,+4.646435E+00
-2.855469,-0.000388,+4.646435E+00
-2.851563,-0.000378,+4.646435E+00
-2.847656,-0.000388,+4.646435E+00
-2.84375,-0.000388,+4.646435E+00
-2.839844,-0.000368,+4.646435E+00
-2.835938,-0.000378,+4.646435E+00
-2.832031,-0.000378,+4.646435E+00
-2.828125,-0.000388,+4.646435E+00
-2.824219,-0.000378,+4.646435E+00
-2.820313,-0.000378,+4.646435E+00
-2.816406,-0.000378,+4.646435E+00
-2.8125,-0.000368,+4.646435E+00
-2.808594,-0.000368,+4.646435E+00
-2.804688,-0.000368,+4.646435E+00
-2.800781,-0.000368,+4.646435E+00
-2.796875,-0.000368,+4.646435E+00
-2.792969,-0.000368,+4.646435E+00
-2.789063,-0.000378,+4.646435E+00
-2.785156,-0.000368,+4.646435E+00
-2.78125,-0.000368,+4.646435E+00
-2.777344,-0.000358,+4.646435E+00
-2.773438,-0.000348,+4.646435E+00
-2.769531,-0.000358,+4.646435E+00
-2.765625,-0.000358,+4.646435E+00
-2.761719,-0.000378,+4.646435E+00
-2.757813,-0.000378,+4.646435E+00
-2.753906,-0.000368,+4.646435E+00
-2.75,-0.000368,+4.646435E+00
-2.746094,-0.000368,+4.646435E+00
-2.742188,-0.000358,+4.646435E+00
-2.738281,-0.000368,+4.646435E+00
-2.734375,-0.000358,+4.646435E+00
-2.730469,-0.000338,+4.646435E+00
-2.726563,-0.000368,+4.646435E+00
-2.722656,-0.000358,+4.646435E+00
-2.71875,-0.000348,+4.646435E+00
-2.714844,-0.000338,+4.646435E+00
-2.710938,-0.000348,+4.646435E+00
-2.707031,-0.000338,+4.646435E+00
-2.703125,-0.000348,+4.646435E+00
-2.699219,-0.000348,+4.646435E+00
-2.695313,-0.000338,+4.646435E+00
-2.691406,-0.000317,+4.646435E+00
-2.6875,-0.000297,+4.646435E+00
-2.683594,-0.000297,+4.646435E+00
-2.679688,-0.000287,+4.646435E+00
-2.675781,-0.000297,+4.646435E+00
-2.671875,-0.000287,+4.646435E+00
-2.667969,-0.000267,+4.646435E+00
-2.664063,-0.000277,+4.646435E+00
-2.660156,-0.000277,+4.646435E+00
-2.65625,-0.000267,+4.646435E+00
-2.652344,-0.000257,+4.646435E+00
-2.648438,-0.000247,+4.646435E+00
-2.644531,-0.000247,+4.646435E+00
-2.640625,-0.000217,+4.646435E+00
-2.636719,-0.000207,+4.646435E+00
-2.632813,-0.000197,+4.646435E+00
-2.628906,-0.000187,+4.646435E+00
-2.625,-0.000207,+4.646435E+00
-2.621094,-0.000197,+4.646435E+00
-2.617188,-0.000187,+4.646435E+00
-2.613281,-0.000197,+4.646435E+00
-2.609375,-0.000167,+4.646435E+00
-2.605469,-0.000157,+4.646435E+00
-2.601563,-0.000116,+4.646435E+00
-2.597656,-0.000106,+4.646435E+00
-2.59375,-8.6e-05,+4.646435E+00
-2.589844,-8.6e-05,+4.646435E+00
-2.585938,-9.6e-05,+4.646435E+00
-2.582031,-7.6e-05,+4.646435E+00
-2.578125,-8.6e-05,+4.646435E+00
-2.574219,-7.6e-05,+4.646435E+00
-2.570313,-5.6e-05,+4.646435E+00
-2.566406,-5.6e-05,+4.646435E+00
-2.5625,-5.6e-05,+4.646435E+00
-2.558594,-5.6e-05,+4.646435E+00
-2.554688,-3.6e-05,+4.646435E+00
-2.550781,-2.6e-05,+4.646435E+00
-2.546875,-3.6e-05,+4.646435E+00
-2.542969,-2.6e-05,+4.646435E+00
-2.539063,-1.6e-05,+4.646435E+00
-2.535156,1.4e-05,+4.646435E+00
-2.53125,1.4e-05,+4.646435E+00
-2.527344,2.4e-05,+4.646435E+00
-2.523438,1.4e-05,+4.646435E+00
-2.519531,1.4e-05,+4.646435E+00
-2.515625,3.4e-05,+4.646435E+00
-2.511719,2.4e-05,+4.646435E+00
-2.507813,1.4e-05,+4.646435E+00
-2.503906,2.4e-05,+4.646435E+00
-2.5,4.4e-05,+4.646435E+00
-2.496094,4.4e-05,+4.646435E+00
